iter	Logloss
247	0.3834013887
248	0.3831097346
249	0.3831019883
250	0.3827829126
251	0.3826347327
252	0.3826293943
253	0.3826220906
254	0.3824420727
255	0.3823944467
256	0.3819833069
257	0.3817027908
258	0.3813915284
259	0.3810877453
260	0.3810767148
261	0.3808599766
262	0.3806316405
263	0.3805309805
264	0.3801772795
265	0.3801650539
266	0.3798874121
267	0.3798144784
268	0.379742911
269	0.3794670914
270	0.3791654699
271	0.3788037492
272	0.378404011
273	0.378343847
274	0.3779710327
275	0.3777967306
276	0.3775183443
277	0.3772830421
278	0.3770412443
279	0.3768029987
280	0.3764039298
281	0.376357774
282	0.3763416826
283	0.3761833567
284	0.3761805448
285	0.3761249075
286	0.3757837055
287	0.3756380791
288	0.3753725126
289	0.3750083915
290	0.3749345388
291	0.3746923399
292	0.3746627604
293	0.3743463634
294	0.3742478203
295	0.3740883195
296	0.3740104028
297	0.3739904338
298	0.3737548841
299	0.3734443011
300	0.3732730281
301	0.3732573792
302	0.3730924878
303	0.3728442602
304	0.3725940974
305	0.3725804672
306	0.3723651817
307	0.3720774563
308	0.3719108595
309	0.371631573
310	0.3715636713
311	0.3714538871
312	0.3714391016
313	0.3712991516
314	0.3710910348
315	0.3710176001
316	0.3709119814
317	0.3707534708
318	0.3706015371
319	0.3704365838
320	0.3704309961
321	0.3702201348
322	0.3699747215
323	0.3697657987
324	0.3697604765
325	0.3696485379
326	0.369443627
327	0.3692185881
328	0.3690049027
329	0.3687251481
330	0.3686395521
331	0.3684469324
332	0.368258645
333	0.3680552949
334	0.3680543366
335	0.3677645156
336	0.367740521
337	0.3674960053
338	0.3674119056
339	0.36725566
340	0.3671545855
341	0.3670285546
342	0.3667485133
343	0.3664581437
344	0.366321894
345	0.366307542
346	0.3662089664
347	0.3658652875
348	0.3655757764
349	0.3652648755
350	0.365249316
351	0.3651006212
352	0.3648583189
353	0.3648577119
354	0.3648084881
355	0.3645300669
356	0.364451926
357	0.364120612
358	0.3639973832
359	0.3639313536
360	0.3636541144
361	0.3636155957
362	0.3634939382
363	0.3634720308
364	0.3630933373
365	0.3628536231
366	0.3626709715
367	0.3625485795
368	0.3624537616
369	0.362453266
370	0.3623981872
371	0.3623977674
372	0.3623344777
373	0.3620027979
374	0.361910424
375	0.3618643556
376	0.3618636225
377	0.3616662607
378	0.3615836974
379	0.3614415336
380	0.3612824906
381	0.3609817187
382	0.3609762486
383	0.3609374618
384	0.3607906679
385	0.3606720023
386	0.3603677341
387	0.3600300199
388	0.3599962754
389	0.3599124394
390	0.359670503
391	0.3594122913
392	0.3593230509
393	0.3592762226
394	0.3591924203
395	0.3591604107
396	0.3590925551
397	0.3590118095
398	0.358863244
399	0.3587239562
400	0.3587235697
401	0.3585765717
402	0.3583480562
403	0.3580329412
404	0.3578036654
405	0.3575572188
406	0.357352508
407	0.3572412524
408	0.3570623866
409	0.3570480803
410	0.3569464324
411	0.3569252964
412	0.3568001368
413	0.3566042129
414	0.3565215014
415	0.3564411789
416	0.3563035312
417	0.3562637904
418	0.3560235566
419	0.3558419709
420	0.3557091982
421	0.3555513009
422	0.3555511994
423	0.3552839319
424	0.3552809484
425	0.3551448709
426	0.354772798
427	0.3546738781
428	0.35459855
429	0.3543546687
430	0.3542532197
431	0.3541159744
432	0.3539890379
433	0.3538451708
434	0.3536686202
435	0.3535519833
436	0.3533551749
437	0.3532969979
438	0.3532072347
439	0.3531257499
440	0.3530074939
441	0.3529685381
442	0.3528805364
443	0.3524629747
444	0.3523787193
445	0.3523787001
446	0.3522523696
447	0.3522062534
448	0.3519125478
449	0.3518397395
450	0.3518397154
451	0.3517266521
452	0.35171992
453	0.3516832325
454	0.3515945616
455	0.3513223111
456	0.3512567389
457	0.3511269537
458	0.3509242494
459	0.3508149495
460	0.3506958575
461	0.3506875669
462	0.3506403561
463	0.3504803306
464	0.3504257924
465	0.3503382835
466	0.3502923922
467	0.3502276795
468	0.3501336495
469	0.3500153073
470	0.3499432976
471	0.3498193702
472	0.3496450588
473	0.3495900847
474	0.3495391181
475	0.3495140051
476	0.3494133793
477	0.3493755368
478	0.3491683784
479	0.3489961092
480	0.3488708503
481	0.3488558229
482	0.3487229923
483	0.3485969466
484	0.3484016136
485	0.3482763949
486	0.3481615483
487	0.3481587028
488	0.3481517697
489	0.3480585861
490	0.3480430837
491	0.3480411354
492	0.3479780778
493	0.3478532945
494	0.3477897693
495	0.3476960889
496	0.3476357895
497	0.3476120368
498	0.3475991035
499	0.3474986115
500	0.3473917849
501	0.3473898151
502	0.3472742212
503	0.3472497486
504	0.3471077719
505	0.3471060363
506	0.347083093
507	0.3469115017
508	0.3468903479
509	0.3466562109
510	0.3466013865
511	0.3465163297
512	0.3463261129
513	0.3462611106
514	0.3462254226
515	0.3461239527
516	0.3460041604
517	0.3457700165
518	0.345660912
519	0.3453935791
520	0.3453547164
521	0.3448757498
522	0.344801749
523	0.3446500922
524	0.3444032903
525	0.3443653692
526	0.344322412
527	0.3442854523
528	0.3441575471
529	0.3440691499
530	0.3439267871
531	0.3438977018
532	0.3437220015
533	0.3436405299
534	0.3435456015
535	0.3434882128
536	0.3433370322
537	0.3431772512
538	0.3431647318
539	0.3431360888
540	0.3431104319
541	0.3430310508
542	0.3429103828
543	0.3427947494
544	0.3427645515
545	0.3427305761
546	0.3426778964
547	0.3424982388
548	0.342302418
549	0.342095288
550	0.3419482825
551	0.341847375
552	0.3416821007
553	0.3416116174
554	0.3414119239
555	0.3412607677
556	0.3411839208
557	0.3411399901
558	0.3409952806
559	0.3409829739
560	0.3408390752
561	0.3408039052
562	0.3407295287
563	0.3406051189
564	0.3404580725
565	0.3403410639
566	0.340318774
567	0.3402044767
568	0.3399868166
569	0.3398087283
570	0.3396013616
571	0.3394603806
572	0.3393127936
573	0.3392989805
574	0.3391466912
575	0.3389708466
576	0.3388949963
577	0.3388266382
578	0.338715198
579	0.3387075993
580	0.3386916161
581	0.3385753379
582	0.3383863866
583	0.338327885
584	0.3381910775
585	0.3380614397
586	0.3379419575
587	0.3377779737
588	0.3376308068
589	0.3375354184
590	0.3373562825
591	0.3372802126
592	0.3372680648
593	0.3370680721
594	0.3369641946
595	0.3369044594
596	0.3368433826
597	0.3368421982
598	0.3367453435
599	0.3367018535
600	0.3366110723
601	0.3365989716
602	0.3365568974
603	0.3363768974
604	0.3362993902
605	0.3362438057
606	0.336229682
607	0.3360632294
608	0.3359000366
609	0.3358880533
610	0.335870539
611	0.3355635333
612	0.3353858807
613	0.3353555134
614	0.3351946906
615	0.335177492
616	0.3351624241
617	0.3349919349
618	0.3349542906
619	0.3349340379
620	0.3349079028
621	0.3347329924
622	0.3346421992
623	0.3345702343
624	0.3344196441
625	0.3343617638
626	0.3342854569
627	0.3342552299
628	0.33416662
629	0.3341110819
630	0.3341084903
631	0.3340849778
632	0.3339281112
633	0.3338645728
634	0.33376017
635	0.3337594881
636	0.3336289869
637	0.3334207474
638	0.3332050666
639	0.3331175319
640	0.3330127185
641	0.3329050857
642	0.3328585193
643	0.3327665194
644	0.3326512889
645	0.3326028052
646	0.3323952011
647	0.3322342074
648	0.3320896344
649	0.3319774325
650	0.331716101
651	0.3315744035
652	0.331422666
653	0.3314112325
654	0.3312415034
655	0.3309105217
656	0.3307989936
657	0.3306906421
658	0.3306184113
659	0.3305040679
660	0.3301106841
661	0.3299680856
662	0.3297983394
663	0.329651932
664	0.3295847754
665	0.329507427
666	0.3294615055
667	0.3294614996
668	0.3292849291
669	0.3292775874
670	0.3291401244
671	0.3290760897
672	0.3289721286
673	0.3288911968
674	0.3288899252
675	0.3288563776
676	0.3287211021
677	0.3287055595
678	0.3286481674
679	0.3285650635
680	0.3284732601
681	0.3284427475
682	0.3284196813
683	0.3282067028
684	0.3281378186
685	0.3281269792
686	0.3280319005
687	0.3279663935
688	0.327874802
689	0.3278355754
690	0.3277373649
691	0.327497828
692	0.3274871567
693	0.3273360549
694	0.3272694404
695	0.3272114289
696	0.3271623861
697	0.3271227129
698	0.3270452444
699	0.3268870493
700	0.3268870002
701	0.326732784
702	0.3265992068
703	0.3264849298
704	0.3263793103
705	0.3263754455
706	0.3262309131
707	0.3261565887
708	0.3259970065
709	0.3259864257
710	0.3258693159
711	0.3256114226
712	0.3254635203
713	0.3254635199
714	0.3253974611
715	0.3252804649
716	0.3251911858
717	0.325114536
718	0.3250028534
719	0.3249611347
720	0.3248679755
721	0.3248182855
722	0.3246680465
723	0.3246091563
724	0.3245564832
725	0.3244950124
726	0.3243986822
727	0.3242334066
728	0.3241770369
729	0.3241440967
730	0.3240340192
731	0.3238854166
732	0.3238333296
733	0.3236947452
734	0.3235957849
735	0.3235683
736	0.3235490103
737	0.3234479572
738	0.323436961
739	0.3233834129
740	0.3232288468
741	0.3231322358
742	0.3231093511
743	0.3229880656
744	0.3229604406
745	0.3229296024
746	0.322920118
747	0.3228454369
748	0.3228400474
749	0.3227681052
750	0.3227375348
751	0.3226312763
752	0.3224955153
753	0.3224300577
754	0.3221096087
755	0.3220243792
756	0.3218368584
757	0.321615838
758	0.3216136339
759	0.3215066667
760	0.3213115809
761	0.3213024906
762	0.3212808966
763	0.3212424233
764	0.3212373318
765	0.3212165825
766	0.3210653393
767	0.3208462207
768	0.3208374186
769	0.3205973269
770	0.3205221988
771	0.3204447011
772	0.3203147907
773	0.3200851526
774	0.3200112524
775	0.3199520689
776	0.3198730774
777	0.3198560443
778	0.3197234289
779	0.3197101877
780	0.31962449
781	0.3194708582
782	0.3192617868
783	0.3191298469
784	0.3191168423
785	0.3190415322
786	0.3189720942
787	0.3189431882
788	0.3187930656
789	0.3187661527
790	0.3186905116
791	0.3186635919
792	0.3186459157
793	0.318434958
794	0.3182561049
795	0.3181074486
796	0.3180942734
797	0.3180524863
798	0.3180392894
799	0.3179422012
800	0.3178554082
801	0.317687857
802	0.3174465238
803	0.3172508913
804	0.3171980239
805	0.3170524969
806	0.3170111799
807	0.3167777132
808	0.3167697118
809	0.3166064279
810	0.316598489
811	0.3165906253
812	0.3165827386
813	0.3165783461
814	0.3165285725
815	0.3164053101
816	0.3163659007
817	0.3162479644
818	0.3162356471
819	0.3160422498
820	0.3159469255
821	0.3159003202
822	0.3158684045
823	0.3157614214
824	0.3157440921
825	0.3155926689
826	0.3155191944
827	0.315316796
828	0.3151349311
829	0.3151137108
830	0.3151095669
831	0.3150440763
832	0.3149246711
833	0.3147602523
834	0.3146815917
835	0.3146122912
836	0.3144419501
837	0.3144310526
838	0.3142363984
839	0.3142231696
840	0.3140535926
841	0.313966396
842	0.3139222183
843	0.3138812291
844	0.3137600059
845	0.3136392686
846	0.3136184088
847	0.3134156026
848	0.313370066
849	0.3132694992
850	0.3130931394
851	0.3130077728
852	0.3128774544
853	0.3128514128
854	0.3128370167
855	0.312606619
856	0.3124748475
857	0.3123342521
858	0.3123194338
859	0.3120737162
860	0.3119032859
861	0.3116156637
862	0.3115549557
863	0.3114585092
864	0.3114404673
865	0.3113875261
866	0.3113806554
867	0.3111593881
868	0.3111083986
869	0.3109535972
870	0.31089955
871	0.3106891781
872	0.3106891076
873	0.3106593321
874	0.3105742406
875	0.3105320246
876	0.310411469
877	0.3103717521
878	0.3103045153
879	0.3102175169
880	0.310211103
881	0.3101406816
882	0.3100276695
883	0.3099413514
884	0.3097847595
885	0.3097234638
886	0.3095186795
887	0.3094226139
888	0.3094030079
889	0.3093329435
890	0.309244212
891	0.3091362126
892	0.3090325738
893	0.3089190284
894	0.3088415193
895	0.3085523707
896	0.3083275259
897	0.3081767627
898	0.3080452381
899	0.3079673327
900	0.3078675517
901	0.3077311714
902	0.3076438814
903	0.3075878582
904	0.3075010513
905	0.3073336878
906	0.307146756
907	0.3071409914
908	0.3070987263
909	0.3069945966
910	0.3067567596
911	0.3065944141
912	0.3064640125
913	0.3063721545
914	0.306238211
915	0.3061356847
916	0.3059854964
917	0.3059623473
918	0.3058109604
919	0.3057798918
920	0.3056869979
921	0.3055301241
922	0.3054827054
923	0.3054475964
924	0.305345268
925	0.3053399272
926	0.3053002108
927	0.3051738821
928	0.3050031787
929	0.3047963764
930	0.3047912253
931	0.3047455433
932	0.3047297851
933	0.3047050597
934	0.3045567181
935	0.3045004683
936	0.3044059792
937	0.3041770387
938	0.304141721
939	0.3040788686
940	0.3040554229
941	0.3039486229
942	0.3038755841
943	0.3038707184
944	0.303684834
945	0.3034487162
946	0.3033811666
947	0.3033752173
948	0.3033577971
949	0.3033326909
950	0.3032386327
951	0.3031556126
952	0.3030305349
953	0.302932355
954	0.3026298507
955	0.3024648692
956	0.3023634064
957	0.3019495895
958	0.3019175692
959	0.3017954306
960	0.3016425748
961	0.3015124036
962	0.3012758715
963	0.3012129794
964	0.3010602828
965	0.3010499697
966	0.3008905385
967	0.3008463976
968	0.3007399739
969	0.3006604099
970	0.3005040596
971	0.3004619468
972	0.300444626
973	0.3003720607
974	0.3002810167
975	0.3002081109
976	0.3001202479
977	0.2999442269
978	0.2998617359
979	0.2997902637
980	0.2996808593
981	0.2996710819
982	0.299589575
983	0.2995218476
984	0.2995157945
985	0.2993927062
986	0.2993696172
987	0.2993029436
988	0.2991083999
989	0.2990484264
990	0.2989818118
991	0.2988695125
992	0.2987944026
993	0.2986882612
994	0.2986159385
995	0.2985030451
996	0.2981945813
997	0.2981665039
998	0.2981057152
999	0.2980248841
